epoch,step,template_features_loss,train_loss,raw_features_loss,template_loss,fmr10,fmr100,eer,fmr20
0,0,16.190082550048828,20.049516677856445,16.752487182617188,27.205978393554688,,,,
0,1,16.3521728515625,19.951025009155273,16.955392837524414,26.545509338378906,,,,
0,2,16.448226928710938,19.566635131835938,16.354629516601562,25.897048950195312,,,,
0,3,16.11016273498535,19.91330337524414,15.917572021484375,27.712173461914062,,,,
0,4,16.60113525390625,19.833789825439453,15.601018905639648,27.299209594726562,,,,
0,5,16.18567657470703,19.771892547607422,15.992575645446777,27.137420654296875,,,,
0,6,14.920827865600586,19.549060821533203,16.51711654663086,27.209232330322266,,,,
0,7,15.980555534362793,19.279809951782227,15.757634162902832,26.101238250732422,,,,
0,8,16.117401123046875,19.88716697692871,16.28496742248535,27.259132385253906,,,,
0,9,16.29343605041504,19.734458923339844,15.912169456481934,26.997770309448242,,,,
0,10,15.56684398651123,19.649059295654297,16.01974868774414,27.360578536987305,,,,
0,11,16.19237518310547,19.637470245361328,16.172504425048828,26.547529220581055,,,,
0,12,16.054994583129883,19.899566650390625,16.394121170043945,27.249584197998047,,,,
0,13,16.261953353881836,19.85249900817871,16.251617431640625,27.043922424316406,,,,
0,14,16.040508270263672,19.07423210144043,15.531492233276367,25.650691986083984,,,,
0,15,16.840362548828125,20.31064224243164,16.22028350830078,27.87127685546875,,,,
0,16,15.898539543151855,19.638628005981445,16.002700805664062,27.01464080810547,,,,
0,17,15.666683197021484,19.423765182495117,16.410253524780273,26.194358825683594,,,,
0,18,15.95303726196289,19.73341941833496,16.187795639038086,27.059423446655273,,,,
0,19,16.020442962646484,19.54053497314453,16.347698211669922,26.253461837768555,,,,
0,20,16.136295318603516,19.573871612548828,16.14463233947754,26.4406795501709,,,,
0,21,16.157756805419922,19.663782119750977,16.092918395996094,26.74066925048828,,,,
0,22,16.038864135742188,19.48023796081543,15.948731422424316,26.4531192779541,,,,
0,23,15.785138130187988,19.384647369384766,16.49671745300293,25.872085571289062,,,,
0,24,16.288427352905273,19.686599731445312,15.915546417236328,26.85582733154297,,,,
0,25,16.231136322021484,19.379505157470703,15.659667015075684,26.247705459594727,,,,
0,26,16.694787979125977,19.881908416748047,16.082645416259766,26.868288040161133,,,,
0,27,15.256636619567871,19.202713012695312,15.683598518371582,26.66790199279785,,,,
0,28,15.714957237243652,19.046340942382812,15.505881309509277,25.918182373046875,,,,
0,29,16.387353897094727,19.46902847290039,16.237167358398438,25.78256607055664,,,,
0,30,16.311565399169922,19.564823150634766,14.859399795532227,27.523502349853516,,,,
0,31,15.962186813354492,19.12135124206543,15.727253913879395,25.67460823059082,,,,
0,32,16.234350204467773,19.555805206298828,16.19428825378418,26.238773345947266,,,,
0,33,16.07168197631836,19.536672592163086,16.00186538696289,26.536466598510742,,,,
0,34,16.072101593017578,19.729398727416992,16.004732131958008,27.111360549926758,,,,
0,35,15.657052993774414,19.41464614868164,16.188268661499023,26.398611068725586,,,,
0,36,16.504343032836914,19.239559173583984,15.217540740966797,25.99679183959961,,,,
0,37,15.850332260131836,19.26580810546875,15.68946361541748,26.257627487182617,,,,
0,38,15.979854583740234,19.159183502197266,15.759939193725586,25.737756729125977,,,,
0,39,16.18633270263672,19.398101806640625,15.645657539367676,26.362316131591797,,,,
0,40,15.628421783447266,19.182371139526367,15.797011375427246,26.12167739868164,,,,
0,41,15.553228378295898,19.248992919921875,15.61187744140625,26.58187484741211,,,,
0,42,15.524291038513184,19.36343765258789,15.676761627197266,26.889257431030273,,,,
0,43,16.0919246673584,18.962879180908203,15.015971183776855,25.780742645263672,,,,
0,44,15.439230918884277,19.12997817993164,15.379433631896973,26.571269989013672,,,,
0,45,15.3900146484375,19.243574142456055,15.83320140838623,26.507503509521484,,,,
0,46,16.588623046875,19.288667678833008,15.245590209960938,26.031787872314453,,,,
0,47,16.267793655395508,19.315536499023438,15.819357872009277,25.859458923339844,,,,
0,48,15.705206871032715,18.797082901000977,15.13625717163086,25.549781799316406,,,,
0,49,15.587202072143555,18.907554626464844,15.665482521057129,25.4699764251709,,,,
0,50,15.866291999816895,19.14653968811035,15.514739990234375,26.05858612060547,,,,
0,51,15.940914154052734,19.002605438232422,15.854989051818848,25.2119083404541,,,,
0,52,15.800198554992676,19.523845672607422,15.63322925567627,27.138105392456055,,,,
0,53,16.024850845336914,19.39141845703125,15.9865140914917,26.162893295288086,,,,
0,54,16.021278381347656,19.102415084838867,15.486532211303711,25.79943084716797,,,,
0,55,15.864327430725098,18.960796356201172,15.231678009033203,25.786380767822266,,,,
0,56,15.992182731628418,19.31647491455078,15.373888969421387,26.583349227905273,,,,
0,57,15.643545150756836,19.15277671813965,15.997335433959961,25.817445755004883,,,,
0,58,16.491186141967773,19.285566329956055,15.994799613952637,25.37071418762207,,,,
0,59,15.780022621154785,18.961698532104492,14.994802474975586,26.11026954650879,,,,
0,60,16.073196411132812,19.030370712280273,15.272483825683594,25.74542999267578,,,,
0,61,16.252408981323242,19.16411018371582,15.388006210327148,25.851913452148438,,,,
0,62,14.94385814666748,18.81998062133789,15.476635932922363,26.039445877075195,,,,
0,63,16.201040267944336,19.03038787841797,15.446623802185059,25.443500518798828,,,,
0,64,15.83648681640625,18.911314010620117,15.692353248596191,25.205101013183594,,,,
0,65,15.564935684204102,18.92510986328125,15.32508659362793,25.88530921936035,,,,
0,66,16.244720458984375,18.968862533569336,14.755340576171875,25.906526565551758,,,,
0,67,16.30226707458496,18.917098999023438,15.040878295898438,25.40814781188965,,,,
0,68,15.780435562133789,19.02272605895996,15.318145751953125,25.96959686279297,,,,
0,69,15.782757759094238,18.912155151367188,15.154083251953125,25.799623489379883,,,,
